District,Market Name,Variety,Modal Price (Rs./Quintal),Year,Month,Rainfall_Minus1,Rainfall_Minus2,Rainfall_Minus3,Total_Rainfall_3Months,Area_Hectare,Yield_TonnePerHectare
Gadag,Gadag,GCH,3787,2020,6,69.48,92.99,6.06,168.53,22519.04,427.9
Gadag,Gadag,GCH,4200,2020,3,0.0,1.94,4.86,6.800000000000001,22519.04,427.9
Gadag,Gadag,GCH,3950,2020,9,154.76,249.54,83.01,487.31,22519.04,427.9
Gadag,Gadag,GCH,4193,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,4459,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,4706,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,5221,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,4582,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,3975,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,3551,2020,7,83.01,69.48,92.99,245.48,22519.04,427.9
Gadag,Gadag,GCH,3600,2020,7,83.01,69.48,92.99,245.48,22519.04,427.9
Gadag,Gadag,GCH,3601,2020,8,249.54,83.01,69.48,402.03,22519.04,427.9
Gadag,Gadag,GCH,3894,2020,3,0.0,1.94,4.86,6.800000000000001,22519.04,427.9
Gadag,Gadag,GCH,5678,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,3764,2020,6,69.48,92.99,6.06,168.53,22519.04,427.9
Gadag,Gadag,GCH,3700,2020,7,83.01,69.48,92.99,245.48,22519.04,427.9
Gadag,Gadag,GCH,3700,2020,4,6.06,0.0,1.94,8.0,22519.04,427.9
Gadag,Gadag,GCH,4021,2020,3,0.0,1.94,4.86,6.800000000000001,22519.04,427.9
Gadag,Gadag,GCH,4067,2020,2,1.94,4.86,25.15,31.95,22519.04,427.9
Gadag,Gadag,GCH,4530,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,3801,2020,9,154.76,249.54,83.01,487.31,22519.04,427.9
Gadag,Gadag,GCH,3801,2020,3,0.0,1.94,4.86,6.800000000000001,22519.04,427.9
Gadag,Gadag,GCH,3945,2020,6,69.48,92.99,6.06,168.53,22519.04,427.9
Gadag,Gadag,GCH,3961,2020,6,69.48,92.99,6.06,168.53,22519.04,427.9
Gadag,Gadag,GCH,3972,2020,6,69.48,92.99,6.06,168.53,22519.04,427.9
Gadag,Gadag,GCH,4309,2020,3,0.0,1.94,4.86,6.800000000000001,22519.04,427.9
Gadag,Gadag,GCH,3850,2020,4,6.06,0.0,1.94,8.0,22519.04,427.9
Gadag,Gadag,GCH,3984,2020,3,0.0,1.94,4.86,6.800000000000001,22519.04,427.9
Gadag,Gadag,GCH,3974,2020,7,83.01,69.48,92.99,245.48,22519.04,427.9
Gadag,Gadag,GCH,4112,2020,6,69.48,92.99,6.06,168.53,22519.04,427.9
Gadag,Gadag,GCH,4758,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,4645,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4000,2020,8,249.54,83.01,69.48,402.03,22519.04,427.9
Gadag,Gadag,GCH,4200,2020,10,213.47,154.76,249.54,617.77,22519.04,427.9
Gadag,Gadag,GCH,4471,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4794,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4942,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4050,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,4470,2020,9,154.76,249.54,83.01,487.31,22519.04,427.9
Gadag,Gadag,GCH,4606,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4101,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,4101,2020,6,69.48,92.99,6.06,168.53,22519.04,427.9
Gadag,Gadag,GCH,4790,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4528,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4166,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4131,2020,2,1.94,4.86,25.15,31.95,22519.04,427.9
Gadag,Gadag,GCH,4501,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4157,2020,5,92.99,6.06,0.0,99.05,22519.04,427.9
Gadag,Gadag,GCH,4200,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,4200,2020,4,6.06,0.0,1.94,8.0,22519.04,427.9
Gadag,Gadag,GCH,4200,2020,4,6.06,0.0,1.94,8.0,22519.04,427.9
Gadag,Gadag,GCH,4462,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,4687,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,4201,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,4201,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,4263,2020,2,1.94,4.86,25.15,31.95,22519.04,427.9
Gadag,Gadag,GCH,4633,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,4660,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,5024,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4221,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4234,2020,6,69.48,92.99,6.06,168.53,22519.04,427.9
Gadag,Gadag,GCH,5387,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,6031,2024,11,191.39,127.24,121.86,440.49,21330.87,412.27
Gadag,Gadag,GCH,4652,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4996,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,4420,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,5084,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,5036,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,4416,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4754,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4853,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4785,2018,7,126.68,107.56,31.12,265.36,21671.76,410.1
Gadag,Gadag,GCH,5277,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,14240,2020,3,0.0,1.94,4.86,6.800000000000001,22519.04,427.9
Gadag,Gadag,GCH,4401,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,4950,2018,8,59.14,126.68,107.56,293.38,21671.76,410.1
Gadag,Gadag,GCH,4502,2020,2,1.94,4.86,25.15,31.95,22519.04,427.9
Gadag,Gadag,GCH,4430,2020,7,83.01,69.48,92.99,245.48,22519.04,427.9
Gadag,Gadag,GCH,4435,2020,5,92.99,6.06,0.0,99.05,22519.04,427.9
Gadag,Gadag,GCH,4537,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,4754,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4942,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,4475,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,4498,2020,7,83.01,69.48,92.99,245.48,22519.04,427.9
Gadag,Gadag,GCH,4790,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4857,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4861,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4535,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,4726,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4831,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4880,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,4719,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4550,2020,2,1.94,4.86,25.15,31.95,22519.04,427.9
Gadag,Gadag,GCH,4860,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,5048,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4601,2020,2,1.94,4.86,25.15,31.95,22519.04,427.9
Gadag,Gadag,GCH,4601,2020,10,213.47,154.76,249.54,617.77,22519.04,427.9
Gadag,Gadag,GCH,4899,2020,12,4.35,174.79,213.47,392.61,22519.04,427.9
Gadag,Gadag,GCH,4978,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,4929,2020,12,4.35,174.79,213.47,392.61,22519.04,427.9
Gadag,Gadag,GCH,4794,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,4675,2020,12,4.35,174.79,213.47,392.61,22519.04,427.9
Gadag,Gadag,GCH,4678,2020,12,4.35,174.79,213.47,392.61,22519.04,427.9
Gadag,Gadag,GCH,4888,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4863,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4872,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4773,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,4701,2019,4,3.18,0.15,0.37,3.7,22583.94,424.9
Gadag,Gadag,GCH,4701,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,4771,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4902,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4889,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4750,2020,1,4.86,25.15,221.88,251.89,22519.04,427.9
Gadag,Gadag,GCH,4751,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4751,2021,4,1.43,13.69,17.92,33.04,21782.18,428.58
Gadag,Gadag,GCH,4895,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4926,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,5020,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,4859,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4842,2019,12,25.15,221.88,121.28,368.31,22583.94,424.9
Gadag,Gadag,GCH,4933,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4960,2020,12,4.35,174.79,213.47,392.61,22519.04,427.9
Gadag,Gadag,GCH,4922,2021,4,1.43,13.69,17.92,33.04,21782.18,428.58
Gadag,Gadag,GCH,4985,2020,12,4.35,174.79,213.47,392.61,22519.04,427.9
Gadag,Gadag,GCH,5027,2021,4,1.43,13.69,17.92,33.04,21782.18,428.58
Gadag,Gadag,GCH,5127,2021,4,1.43,13.69,17.92,33.04,21782.18,428.58
Gadag,Gadag,GCH,4921,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,4918,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,4861,2019,4,3.18,0.15,0.37,3.7,22583.94,424.9
Gadag,Gadag,GCH,5507,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,4901,2021,4,1.43,13.69,17.92,33.04,21782.18,428.58
Gadag,Gadag,GCH,4935,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,4976,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,4976,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,5040,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,5051,2020,12,4.35,174.79,213.47,392.61,22519.04,427.9
Gadag,Gadag,GCH,5000,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,5000,2019,5,31.21,3.18,0.15,34.54,22583.94,424.9
Gadag,Gadag,GCH,5000,2020,4,6.06,0.0,1.94,8.0,22519.04,427.9
Gadag,Gadag,GCH,5000,2021,6,154.87,35.7,1.43,192.0,21782.18,428.58
Gadag,Gadag,GCH,5278,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,5280,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5341,2019,1,1.82,5.28,32.05,39.15,22583.94,424.9
Gadag,Gadag,GCH,5796,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5031,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,5101,2019,4,3.18,0.15,0.37,3.7,22583.94,424.9
Gadag,Gadag,GCH,5378,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5201,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5696,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,5038,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,5128,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,5081,2020,11,174.79,213.47,154.76,543.02,22519.04,427.9
Gadag,Gadag,GCH,5139,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,5100,2019,8,94.99,75.07,27.71,197.77,22583.94,424.9
Gadag,Gadag,GCH,5101,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,5101,2019,11,221.88,121.28,204.57,547.73,22583.94,424.9
Gadag,Gadag,GCH,5255,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,5293,2021,2,17.92,1.82,4.35,24.090000000000003,21782.18,428.58
Gadag,Gadag,GCH,5601,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5188,2020,5,92.99,6.06,0.0,99.05,22519.04,427.9
Gadag,Gadag,GCH,5206,2020,5,92.99,6.06,0.0,99.05,22519.04,427.9
Gadag,Gadag,GCH,5271,2020,6,69.48,92.99,6.06,168.53,22519.04,427.9
Gadag,Gadag,GCH,5318,2020,5,92.99,6.06,0.0,99.05,22519.04,427.9
Gadag,Gadag,GCH,5138,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,5339,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5526,2021,4,1.43,13.69,17.92,33.04,21782.18,428.58
Gadag,Gadag,GCH,5150,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,5557,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5151,2020,12,4.35,174.79,213.47,392.61,22519.04,427.9
Gadag,Gadag,GCH,5200,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5333,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5418,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5523,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5201,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,5201,2019,1,1.82,5.28,32.05,39.15,22583.94,424.9
Gadag,Gadag,GCH,5201,2019,1,1.82,5.28,32.05,39.15,22583.94,424.9
Gadag,Gadag,GCH,5201,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,5472,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5627,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5254,2019,2,0.37,1.82,5.28,7.470000000000001,22583.94,424.9
Gadag,Gadag,GCH,5225,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,5225,2019,1,1.82,5.28,32.05,39.15,22583.94,424.9
Gadag,Gadag,GCH,5513,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5433,2019,1,1.82,5.28,32.05,39.15,22583.94,424.9
Gadag,Gadag,GCH,5301,2021,4,1.43,13.69,17.92,33.04,21782.18,428.58
Gadag,Gadag,GCH,5301,2019,3,0.15,0.37,1.82,2.34,22583.94,424.9
Gadag,Gadag,GCH,5334,2021,4,1.43,13.69,17.92,33.04,21782.18,428.58
Gadag,Gadag,GCH,5363,2021,2,17.92,1.82,4.35,24.090000000000003,21782.18,428.58
Gadag,Gadag,GCH,5646,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5357,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5355,2020,5,92.99,6.06,0.0,99.05,22519.04,427.9
Gadag,Gadag,GCH,5360,2019,5,31.21,3.18,0.15,34.54,22583.94,424.9
Gadag,Gadag,GCH,5369,2021,2,17.92,1.82,4.35,24.090000000000003,21782.18,428.58
Gadag,Gadag,GCH,5400,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5413,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5423,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5483,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5538,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5667,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5649,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5401,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5401,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5401,2021,2,17.92,1.82,4.35,24.090000000000003,21782.18,428.58
Gadag,Gadag,GCH,5487,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5582,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5478,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5551,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5526,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5663,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5488,2018,12,5.28,32.05,111.0,148.32999999999998,21671.76,410.1
Gadag,Gadag,GCH,5500,2021,6,154.87,35.7,1.43,192.0,21782.18,428.58
Gadag,Gadag,GCH,5548,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5575,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5786,2021,6,154.87,35.7,1.43,192.0,21782.18,428.58
Gadag,Gadag,GCH,5682,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5501,2018,9,52.67,59.14,126.68,238.49,21671.76,410.1
Gadag,Gadag,GCH,5501,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5501,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,5501,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5599,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5646,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5549,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5550,2023,6,43.52,19.2,0.63,63.35,20590.01,413.62
Gadag,Gadag,GCH,5561,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5614,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5719,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5781,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5551,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5551,2021,4,1.43,13.69,17.92,33.04,21782.18,428.58
Gadag,Gadag,GCH,5551,2021,4,1.43,13.69,17.92,33.04,21782.18,428.58
Gadag,Gadag,GCH,5622,2021,1,1.82,4.35,174.79,180.96,21782.18,428.58
Gadag,Gadag,GCH,5701,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5658,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5575,2021,2,17.92,1.82,4.35,24.090000000000003,21782.18,428.58
Gadag,Gadag,GCH,5600,2019,1,1.82,5.28,32.05,39.15,22583.94,424.9
Gadag,Gadag,GCH,5714,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5818,2021,2,17.92,1.82,4.35,24.090000000000003,21782.18,428.58
Gadag,Gadag,GCH,5601,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5601,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5601,2018,11,32.05,111.0,52.67,195.72000000000003,21671.76,410.1
Gadag,Gadag,GCH,5613,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5664,2019,9,204.57,94.99,75.07,374.63,22583.94,424.9
Gadag,Gadag,GCH,5608,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5676,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5625,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5676,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5741,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5680,2021,2,17.92,1.82,4.35,24.090000000000003,21782.18,428.58
Gadag,Gadag,GCH,5717,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5651,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5724,2019,10,121.28,204.57,94.99,420.84,22583.94,424.9
Gadag,Gadag,GCH,5756,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5790,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5701,2019,9,204.57,94.99,75.07,374.63,22583.94,424.9
Gadag,Gadag,GCH,5701,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5759,2018,10,111.0,52.67,59.14,222.81,21671.76,410.1
Gadag,Gadag,GCH,5796,2019,9,204.57,94.99,75.07,374.63,22583.94,424.9
Gadag,Gadag,GCH,6039,2021,7,137.19,154.87,35.7,327.76,21782.18,428.58
Gadag,Gadag,GCH,5711,2019,9,204.57,94.99,75.07,374.63,22583.94,424.9
Gadag,Gadag,GCH,5808,2021,3,13.69,17.92,1.82,33.43,21782.18,428.58
Gadag,Gadag,GCH,5751,2019,9,204.57,94.99,75.07,374.63,22583.94,424.9
Gadag,Gadag,GCH,5751,2019,9,204.57,94.99,75.07,374.63,22583.94,424.9
