District,Market Name,Variety,Modal Price (Rs./Quintal),Year,Month,Rainfall_Minus1,Rainfall_Minus2,Rainfall_Minus3,Total_Rainfall_3Months,Area_Hectare,Yield_TonnePerHectare
Belagavi,Bailahongal,Local,3360,2018,11,51.47,126.24,223.24,400.95,98198.35,1008.56
Belagavi,Bailahongal,Local,3380,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3450,2020,8,508.03,407.91,28.22,944.16,96025.24,961.73
Belagavi,Bailahongal,Local,3600,2020,9,618.2,508.03,407.91,1534.14,96025.24,961.73
Belagavi,Bailahongal,Local,3570,2020,10,375.14,618.2,508.03,1501.37,96025.24,961.73
Belagavi,Bailahongal,Local,3580,2020,10,375.14,618.2,508.03,1501.37,96025.24,961.73
Belagavi,Bailahongal,Local,3360,2018,11,51.47,126.24,223.24,400.95,98198.35,1008.56
Belagavi,Bailahongal,Local,3540,2020,8,508.03,407.91,28.22,944.16,96025.24,961.73
Belagavi,Bailahongal,Local,3760,2020,10,375.14,618.2,508.03,1501.37,96025.24,961.73
Belagavi,Bailahongal,Local,3400,2020,3,0.0,0.23,2.28,2.51,96025.24,961.73
Belagavi,Bailahongal,Local,3450,2020,7,407.91,28.22,35.42,471.55,96025.24,961.73
Belagavi,Bailahongal,Local,3400,2020,7,407.91,28.22,35.42,471.55,96025.24,961.73
Belagavi,Bailahongal,Local,3450,2020,7,407.91,28.22,35.42,471.55,96025.24,961.73
Belagavi,Bailahongal,Local,3640,2020,9,618.2,508.03,407.91,1534.14,96025.24,961.73
Belagavi,Bailahongal,Local,3740,2020,9,618.2,508.03,407.91,1534.14,96025.24,961.73
Belagavi,Bailahongal,Local,3890,2020,11,252.1,375.14,618.2,1245.44,96025.24,961.73
Belagavi,Bailahongal,Local,3860,2020,10,375.14,618.2,508.03,1501.37,96025.24,961.73
Belagavi,Bailahongal,Local,3450,2019,1,3.46,16.11,51.47,71.03999999999999,101753.09,987.81
Belagavi,Bailahongal,Local,3450,2019,1,3.46,16.11,51.47,71.03999999999999,101753.09,987.81
Belagavi,Bailahongal,Local,3460,2019,1,3.46,16.11,51.47,71.03999999999999,101753.09,987.81
Belagavi,Bailahongal,Local,3440,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3460,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3460,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3460,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2020,5,35.42,14.15,0.0,49.57,96025.24,961.73
Belagavi,Bailahongal,Local,3850,2020,10,375.14,618.2,508.03,1501.37,96025.24,961.73
Belagavi,Bailahongal,Local,3580,2020,10,375.14,618.2,508.03,1501.37,96025.24,961.73
Belagavi,Bailahongal,Local,3460,2019,1,3.46,16.11,51.47,71.03999999999999,101753.09,987.81
Belagavi,Bailahongal,Local,3650,2020,9,618.2,508.03,407.91,1534.14,96025.24,961.73
Belagavi,Bailahongal,Local,3480,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3480,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3480,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3480,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3480,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3480,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3480,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3510,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3480,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3480,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3500,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3580,2020,7,407.91,28.22,35.42,471.55,96025.24,961.73
Belagavi,Bailahongal,Local,3580,2020,7,407.91,28.22,35.42,471.55,96025.24,961.73
Belagavi,Bailahongal,Local,3598,2020,8,508.03,407.91,28.22,944.16,96025.24,961.73
Belagavi,Bailahongal,Local,3620,2020,7,407.91,28.22,35.42,471.55,96025.24,961.73
Belagavi,Bailahongal,Local,3550,2020,7,407.91,28.22,35.42,471.55,96025.24,961.73
Belagavi,Bailahongal,Local,3590,2020,9,618.2,508.03,407.91,1534.14,96025.24,961.73
Belagavi,Bailahongal,Local,3640,2020,9,618.2,508.03,407.91,1534.14,96025.24,961.73
Belagavi,Bailahongal,Local,3750,2020,11,252.1,375.14,618.2,1245.44,96025.24,961.73
Belagavi,Bailahongal,Local,3860,2020,11,252.1,375.14,618.2,1245.44,96025.24,961.73
Belagavi,Bailahongal,Local,3650,2020,11,252.1,375.14,618.2,1245.44,96025.24,961.73
Belagavi,Bailahongal,Local,3940,2020,11,252.1,375.14,618.2,1245.44,96025.24,961.73
Belagavi,Bailahongal,Local,3500,2019,1,3.46,16.11,51.47,71.03999999999999,101753.09,987.81
Belagavi,Bailahongal,Local,3540,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3560,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3560,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3560,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3510,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3510,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3510,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3510,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3520,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3520,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3530,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3640,2020,9,618.2,508.03,407.91,1534.14,96025.24,961.73
Belagavi,Bailahongal,Local,4270,2021,1,2.62,0.3,252.1,255.02,95051.32,1003.58
Belagavi,Bailahongal,Local,3520,2019,1,3.46,16.11,51.47,71.03999999999999,101753.09,987.81
Belagavi,Bailahongal,Local,3510,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2018,7,449.83,88.99,13.66,552.4799999999999,98198.35,1008.56
Belagavi,Bailahongal,Local,3550,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,2,0.0,3.46,16.11,19.57,101753.09,987.81
Belagavi,Bailahongal,Local,3560,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3560,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3560,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,1,3.46,16.11,51.47,71.03999999999999,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3530,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3530,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3580,2019,5,19.16,8.51,0.0,27.67,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,2,0.0,3.46,16.11,19.57,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,2,0.0,3.46,16.11,19.57,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3530,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3530,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,7,251.3,3.8,19.16,274.26000000000005,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,2,0.0,3.46,16.11,19.57,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,2,0.0,3.46,16.11,19.57,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,2,0.0,3.46,16.11,19.57,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,2,0.0,3.46,16.11,19.57,101753.09,987.81
Belagavi,Bailahongal,Local,3580,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2020,3,0.0,0.23,2.28,2.51,96025.24,961.73
Belagavi,Bailahongal,Local,3550,2019,2,0.0,3.46,16.11,19.57,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,2,0.0,3.46,16.11,19.57,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3580,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3550,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3580,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3678,2020,7,407.91,28.22,35.42,471.55,96025.24,961.73
Belagavi,Bailahongal,Local,3620,2020,8,508.03,407.91,28.22,944.16,96025.24,961.73
Belagavi,Bailahongal,Local,3700,2020,6,28.22,35.42,14.15,77.79,96025.24,961.73
Belagavi,Bailahongal,Local,3700,2020,4,14.15,0.0,0.23,14.38,96025.24,961.73
Belagavi,Bailahongal,Local,3570,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,1,3.46,16.11,51.47,71.03999999999999,101753.09,987.81
Belagavi,Bailahongal,Local,3600,2019,5,19.16,8.51,0.0,27.67,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3580,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3580,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3620,2019,5,19.16,8.51,0.0,27.67,101753.09,987.81
Belagavi,Bailahongal,Local,3650,2020,9,618.2,508.03,407.91,1534.14,96025.24,961.73
Belagavi,Bailahongal,Local,3840,2020,12,0.3,252.1,375.14,627.54,96025.24,961.73
Belagavi,Bailahongal,Local,3580,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3580,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
Belagavi,Bailahongal,Local,3580,2019,2,0.0,3.46,16.11,19.57,101753.09,987.81
Belagavi,Bailahongal,Local,3660,2020,9,618.2,508.03,407.91,1534.14,96025.24,961.73
Belagavi,Bailahongal,Local,3740,2020,9,618.2,508.03,407.91,1534.14,96025.24,961.73
Belagavi,Bailahongal,Local,4020,2020,10,375.14,618.2,508.03,1501.37,96025.24,961.73
Belagavi,Bailahongal,Local,3590,2020,7,407.91,28.22,35.42,471.55,96025.24,961.73
Belagavi,Bailahongal,Local,3600,2019,11,331.28,329.51,822.13,1482.92,101753.09,987.81
Belagavi,Bailahongal,Local,3600,2020,6,28.22,35.42,14.15,77.79,96025.24,961.73
Belagavi,Bailahongal,Local,3600,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3600,2019,4,8.51,0.0,0.0,8.51,101753.09,987.81
Belagavi,Bailahongal,Local,3600,2019,4,8.51,0.0,0.0,8.51,101753.09,987.81
Belagavi,Bailahongal,Local,3600,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3600,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3600,2019,6,3.8,19.16,8.51,31.47,101753.09,987.81
Belagavi,Bailahongal,Local,3600,2020,6,28.22,35.42,14.15,77.79,96025.24,961.73
Belagavi,Bailahongal,Local,3600,2019,11,331.28,329.51,822.13,1482.92,101753.09,987.81
Belagavi,Bailahongal,Local,3570,2019,8,536.71,251.3,3.8,791.81,101753.09,987.81
Belagavi,Bailahongal,Local,3600,2019,10,329.51,822.13,536.71,1688.35,101753.09,987.81
Belagavi,Bailahongal,Local,3600,2019,3,0.0,0.0,3.46,3.46,101753.09,987.81
